name_clean,SCIENTIFIC.NAME,specID
Barrows_Goldeneye,Bucephala islandica,OTT:780952
Horned_Puffin,Fratercula corniculata,OTT:1078400
Crested_Auklet,Aethia cristatella,OTT:855480
Parakeet_Auklet,Aethia psittacula,OTT:280907
Black_Guillemot,Cepphus grylle,OTT:280901
Bar-tailed_Godwit,Limosa lapponica,OTT:304018
Hoary_Redpoll,Acanthis hornemanni,OTT:6367
Kittlitzs_Murrelet,Brachyramphus brevirostris,OTT:280897
Common_Murre,Uria aalge,OTT:820016
Emperor_Goose,Anser canagicus,OTT:166688
Pacific_Golden-Plover,Pluvialis fulva,OTT:951126
Surfbird,Calidris virgata,OTT:6151078
Willow_Ptarmigan,Lagopus lagopus,OTT:444614
Northern_Fulmar,Fulmarus glacialis,OTT:1028832
Least_Auklet,Aethia pusilla,OTT:855484
Gray-crowned_Rosy-Finch,Leucosticte tephrocotis,OTT:236657
Bohemian_Waxwing,Bombycilla garrulus,OTT:613881
Mottled_Petrel,Pterodroma inexpectata,OTT:85282
Northern_Shrike,Lanius borealis,OTT:6152355
Aleutian_Tern,Onychoprion aleuticus,OTT:47413
Pacific-slope_Flycatcher,Empidonax difficilis,OTT:1095256
Townsends_Solitaire,Myadestes townsendi,OTT:468120
Red-legged_Kittiwake,Rissa brevirostris,OTT:525756
Northern_Pygmy-Owl,Glaucidium gnoma,OTT:178693
White-tailed_Ptarmigan,Lagopus leucura,OTT:928346
Canada_Jay,Perisoreus canadensis,OTT:906628
Western_Wood-Pewee,Contopus sordidulus,OTT:1095260
Sooty_Grouse,Dendragapus fuliginosus,OTT:754431
Tufted_Puffin,Fratercula cirrhata,OTT:385981
Common_Eider,Somateria mollissima,OTT:785961
American_Dipper,Cinclus mexicanus,OTT:606627
Ancient_Murrelet,Synthliboramphus antiquus,OTT:1078411
Rock_Ptarmigan,Lagopus muta,OTT:504006
Red-faced_Cormorant,Phalacrocorax urile,OTT:744567
Tufted_Duck,Aythya fuligula,OTT:817992
Arctic_Loon,Gavia arctica,OTT:1085739
Eyebrowed_Thrush,Turdus obscurus,OTT:653930
Siberian_Accentor,Prunella montanella,OTT:95302
Red-throated_Pipit,Anthus cervinus,OTT:695341
Eastern_Yellow_Wagtail,Motacilla tschutschensis,OTT:24521
White_Wagtail,Motacilla alba,OTT:695336
Black-footed_Albatross,Phoebastria nigripes,OTT:320288
Spruce_Grouse,Falcipennis canadensis,OTT:55937
Red-necked_Stint,Calidris ruficollis,OTT:24121
Smew,Mergellus albellus,OTT:166692
Jack_Snipe,Lymnocryptes minimus,OTT:615387
Boreal_Owl,Aegolius funereus,OTT:735586
Sharp-tailed_Grouse,Tympanuchus phasianellus,OTT:979422
Bristle-thighed_Curlew,Numenius tahitiensis,OTT:425437
Whiskered_Auklet,Aethia pygmaea,OTT:855482
White-tailed_Eagle,Haliaeetus albicilla,OTT:263118
Common_Ringed_Plover,Charadrius hiaticula,OTT:425445
Arctic_Warbler,Phylloscopus borealis,OTT:256518
Black-backed_Woodpecker,Picoides arcticus,OTT:329874
Fork-tailed_Storm-Petrel,Oceanodroma furcata,OTT:603908
Cassins_Vireo,Vireo cassinii,OTT:289074
Pechora_Pipit,Anthus gustavi,OTT:947050
Common_Sandpiper,Actitis hypoleucos,OTT:792983
Mountain_Bluebird,Sialia currucoides,OTT:431648
Bluethroat,Luscinia svecica,OTT:274225
Black-headed_Gull,Chroicocephalus ridibundus,OTT:938670
McKays_Bunting,Plectrophenax hyperboreus,OTT:951125
Little_Stint,Calidris minuta,OTT:271793
Siberian_Rubythroat,Calliope calliope,OTT:94170
Rhinoceros_Auklet,Cerorhinca monocerata,OTT:989958
Bullers_Shearwater,Ardenna bulleri,OTT:946835
Cassins_Auklet,Ptychoramphus aleuticus,OTT:979353
American_Three-toed_Woodpecker,Picoides dorsalis,OTT:183619
Common_Chiffchaff,Phylloscopus collybita,OTT:726307
Common_Greenshank,Tringa nebularia,OTT:917055
Black-tailed_Godwit,Limosa limosa,OTT:719086
Dovekie,Alle alle,OTT:280899
Short-tailed_Albatross,Phoebastria albatrus,OTT:320284
Common_Pochard,Aythya ferina,OTT:817989
Marsh_Sandpiper,Tringa stagnatilis,OTT:1030678
Pine_Bunting,Emberiza leucocephalos,OTT:46691
Olive-backed_Pipit,Anthus hodgsoni,OTT:28330
Far_Eastern_Curlew,Numenius madagascariensis,OTT:341976
Dusky_Warbler,Phylloscopus fuscatus,OTT:930304
Red-flanked_Bluetail,Tarsiger cyanurus,OTT:131992
Lesser_Sand-Plover,Charadrius mongolus,OTT:341980
Temmincks_Stint,Calidris temminckii,OTT:149072
Rustic_Bunting,Emberiza rustica,OTT:7068450
Stejnegers_Scoter,Melanitta stejnegeri,OTT:972541
Eurasian_Skylark,Alauda arvensis,OTT:312548
Hawfinch,Coccothraustes coccothraustes,OTT:1083711
Brandts_Cormorant,Phalacrocorax penicillatus,OTT:9830
African_Collared-Dove,Streptopelia roseogrisea,OTT:801233
Terek_Sandpiper,Xenus cinereus,OTT:917049
Gray-headed_Chickadee,Poecile cinctus,OTT:951128
Green_Sandpiper,Tringa ochropus,OTT:165976
Eurasian_Bullfinch,Pyrrhula pyrrhula,OTT:1083726
Lewiss_Woodpecker,Melanerpes lewis,OTT:90564
Pin-tailed_Snipe,Gallinago stenura,OTT:45306
Rosss_Gull,Rhodostethia rosea,OTT:583040
Cassins_Finch,Haemorhous cassinii,OTT:664801
Little_Bunting,Emberiza pusilla,OTT:340338
Pallass_Bunting,Emberiza pallasi,OTT:1018614
Oriental_Turtle-Dove,Streptopelia orientalis,OTT:549523
Eurasian_Hobby,Falco subbuteo,OTT:137527
Great_Knot,Calidris tenuirostris,OTT:341981
Tropical_Kingbird,Tyrannus melancholicus,OTT:1068161
Common_House-Martin,Delichon urbicum,OTT:36109
Taiga_Flycatcher,Ficedula albicilla,OTT:859519
Western_Screech-Owl,Megascops kennicottii,OTT:178680
Tundra_Bean-Goose,Anser serrirostris,OTT:3595909
Common_Swift,Apus apus,OTT:609788
Gray-streaked_Flycatcher,Muscicapa griseisticta,OTT:795157
Thick-billed_Warbler,Arundinax aedon,OTT:383140
Dusky_Thrush,Turdus eunomus,OTT:168078
Pied_Wheatear,Oenanthe pleschanka,OTT:936541
Gray_Wagtail,Motacilla cinerea,OTT:489154
Red-backed_Shrike,Lanius collurio,OTT:489155
River_Warbler,Locustella fluviatilis,OTT:433841
Common_Rosefinch,Carpodacus erythrinus,OTT:815418
European_Golden-Plover,Pluvialis apricaria,OTT:795155
Asian_Brown_Flycatcher,Muscicapa dauurica,OTT:5859956
Wood_Warbler,Phylloscopus sibilatrix,OTT:726302
Long-billed_Murrelet,Brachyramphus perdix,OTT:1097991
Common_Cuckoo,Cuculus canorus,OTT:792628
Falcated_Duck,Mareca falcata,OTT:82420
Kamchatka_Leaf_Warbler,Phylloscopus examinandus,OTT:570880
Nazca_Booby,Sula granti,OTT:827441
Brown_Shrike,Lanius cristatus,OTT:802894
Taiga_Bean-Goose,Anser fabalis,OTT:325140
Black_Kite,Milvus migrans,OTT:548448
South_Polar_Skua,Stercorarius maccormicki,OTT:494176
Baikal_Teal,Sibirionetta formosa,OTT:1086566
Black-tailed_Gull,Larus crassirostris,OTT:766942
Flesh-footed_Shearwater,Ardenna carneipes,OTT:946836
Dark-sided_Flycatcher,Muscicapa sibirica,OTT:678914
Siberian_Stonechat,Saxicola maurus,OTT:546578
Willow_Warbler,Phylloscopus trochilus,OTT:96282
Rufous-tailed_Robin,Larvivora sibilans,OTT:45312
Gray_Bunting,Emberiza variabilis,OTT:28339
Spotted_Redshank,Tringa erythropus,OTT:596861
Solitary_Snipe,Gallinago solitaria,OTT:3596861
Oriental_Cuckoo,Cuculus optatus,OTT:5857186
Long-legged_Buzzard,Buteo rufinus,OTT:545325
Manx_Shearwater,Puffinus puffinus,OTT:471661
Sedge_Warbler,Acrocephalus schoenobaenus,OTT:1071378
Pink-footed_Shearwater,Ardenna creatopus,OTT:946834
Heermanns_Gull,Larus heermanni,OTT:509055
Mountain_Chickadee,Poecile gambeli,OTT:694655
Eurasian_Coot,Fulica atra,OTT:1041538
Stellers_Sea-Eagle,Haliaeetus pelagicus,OTT:327490
Pallass_Gull,Ichthyaetus ichthyaetus,OTT:993037
Black_Phoebe,Sayornis nigricans,OTT:568705
Indian_Peafowl,Pavo cristatus,OTT:453575
Golden_Pheasant,Chrysolophus pictus,OTT:521325
Pied_Crow,Corvus albus,OTT:711837
Yellow-breasted_Bunting,Emberiza aureola,OTT:45309
Whooper_Swan,Cygnus cygnus,OTT:817994
White-winged_Tern,Chlidonias leucopterus,OTT:915891
Eurasian_Dotterel,Charadrius morinellus,OTT:238463
Gray_Heron,Ardea cinerea,OTT:119222
Western_Gull,Larus occidentalis,OTT:416090
Chinese_Pond-Heron,Ardeola bacchus,OTT:273439
Yellow_Bittern,Ixobrychus sinensis,OTT:105531
Yellow-throated_Bunting,Emberiza elegans,OTT:167343
Oriental_Greenfinch,Chloris sinica,OTT:28346
Lesser_White-fronted_Goose,Anser erythropus,OTT:691333
Eastern_Spot-billed_Duck,Anas zonorhyncha,OTT:30850
Eskimo_Curlew,Numenius borealis,OTT:3596849
Eurasian_Siskin,Spinus spinus,OTT:167338
Reed_Bunting,Emberiza schoeniclus,OTT:711856
Pacific_Swift,Apus pacificus,OTT:759417
White-throated_Needletail,Hirundapus caudacutus,OTT:501661
Middendorffs_Grasshopper-Warbler,Locustella ochotensis,OTT:326781
Spoon-billed_Sandpiper,Calidris pygmaea,OTT:180487
Great_Spotted_Woodpecker,Dendrocopos major,OTT:348848
Little_Ringed_Plover,Charadrius dubius,OTT:274628
Narcissus_Flycatcher,Ficedula narcissina,OTT:131996
Siberian_Blue_Robin,Larvivora cyane,OTT:812517
Brewers_Sparrow,Spizella breweri,OTT:463034
Tree_Pipit,Anthus trivialis,OTT:695340
Common_Crane,Grus grus,OTT:589064
Broad-billed_Sandpiper,Calidris falcinellus,OTT:651066
Gray_Nightjar,Caprimulgus jotaka,OTT:3597082
Cooks_Petrel,Pterodroma cookii,OTT:845415
Oriental_Scops-Owl,Otus sunia,OTT:218922
Eurasian_Hoopoe,Upupa epops,OTT:412129
Eurasian_Kestrel,Falco tinnunculus,OTT:534514
Chinese_Egret,Egretta eulophotes,OTT:981451
Oriental_Pratincole,Glareola maldivarum,OTT:180488
Clarks_Grebe,Aechmophorus clarkii,OTT:1064229
Fieldfare,Turdus pilaris,OTT:1050514
Eurasian_Wryneck,Jynx torquilla,OTT:467846
Naumanns_Thrush,Turdus naumanni,OTT:884603
Lanceolated_Warbler,Locustella lanceolata,OTT:480675
Hen_Harrier,Circus cyaneus,OTT:581831
Demoiselle_Crane,Anthropoides virgo,OTT:414347
Black-winged_Stilt,Himantopus himantopus,OTT:364171
Salvins_Albatross,Thalassarche salvini,OTT:514671
Intermediate_Egret,Ardea intermedia,OTT:105529
Yellow-browed_Warbler,Phylloscopus inornatus,OTT:930297
Pallass_Leaf_Warbler,Phylloscopus proregulus,OTT:930298
Yellow-browed_Bunting,Emberiza chrysophrys,OTT:846941
Northern_Boobook,Ninox japonica,OTT:3595710
Redwing,Turdus iliacus,OTT:906449
Asian_Rosy-Finch,Leucosticte arctoa,OTT:178457
Eurasian_Sparrowhawk,Accipiter nisus,OTT:238460
Common_Redstart,Phoenicurus phoenicurus,OTT:1093902
Pallass_Rosefinch,Carpodacus roseus,OTT:815419
Blyths_Reed_Warbler,Acrocephalus dumetorum,OTT:383146
Pallass_Grasshopper-Warbler,Locustella certhiola,OTT:496023
Red-footed_Booby,Sula sula,OTT:1030314
Red_Junglefowl,Gallus gallus,OTT:153563
Bridled_Titmouse,Baeolophus wollweberi,OTT:694665
Juniper_Titmouse,Baeolophus ridgwayi,OTT:582675
Curve-billed_Thrasher,Toxostoma curvirostre,OTT:259098
Cassins_Kingbird,Tyrannus vociferans,OTT:618382
Violet-crowned_Hummingbird,Amazilia violiceps,OTT:1016440
Canyon_Wren,Catherpes mexicanus,OTT:406675
Aberts_Towhee,Melozone aberti,OTT:463022
Black-throated_Sparrow,Amphispiza bilineata,OTT:292646
Canyon_Towhee,Melozone fusca,OTT:463029
Acorn_Woodpecker,Melanerpes formicivorus,OTT:576224
Yellow-eyed_Junco,Junco phaeonotus,OTT:765405
Black-tailed_Gnatcatcher,Polioptila melanura,OTT:443273
Greater_Roadrunner,Geococcyx californianus,OTT:212182
Gambels_Quail,Callipepla gambelii,OTT:340887
Cactus_Wren,Campylorhynchus brunneicapillus,OTT:800237
Gila_Woodpecker,Melanerpes uropygialis,OTT:122918
Rosy-faced_Lovebird,Agapornis roseicollis,OTT:174401
Huttons_Vireo,Vireo huttoni,OTT:119885
Phainopepla,Phainopepla nitens,OTT:33427
Scaled_Quail,Callipepla squamata,OTT:728092
Arizona_Woodpecker,Dryobates arizonae,OTT:7662900
Rufous-crowned_Sparrow,Aimophila ruficeps,OTT:292634
Ladder-backed_Woodpecker,Dryobates scalaris,OTT:701702
Elf_Owl,Micrathene whitneyi,OTT:254541
Dusky-capped_Flycatcher,Myiarchus tuberculifer,OTT:730978
Verdin,Auriparus flaviceps,OTT:1093469
Montezuma_Quail,Cyrtonyx montezumae,OTT:204716
Western_Bluebird,Sialia mexicana,OTT:1044558
Gilded_Flicker,Colaptes chrysoides,OTT:3600175
Lesser_Goldfinch,Spinus psaltria,OTT:957575
Graces_Warbler,Setophaga graciae,OTT:455853
Mexican_Duck,Anas diazi,OTT:82410
Tufted_Flycatcher,Mitrephanes phaeocercus,OTT:1044517
Rufous-backed_Robin,Turdus rufopalliatus,OTT:532591
Gray_Vireo,Vireo vicinior,OTT:48938
Buff-collared_Nightjar,Antrostomus ridgwayi,OTT:742961
Ridgways_Rail,Rallus obsoletus,OTT:5857230
Streak-backed_Oriole,Icterus pustulatus,OTT:550993
Bushtit,Psaltriparus minimus,OTT:1058772
Rufous-capped_Warbler,Basileuterus rufifrons,OTT:1034070
Pinyon_Jay,Gymnorhinus cyanocephalus,OTT:979211
Black-chinned_Sparrow,Spizella atrogularis,OTT:463036
Bendires_Thrasher,Toxostoma bendirei,OTT:259086
Five-striped_Sparrow,Amphispiza quinquestriata,OTT:630695
Buff-breasted_Flycatcher,Empidonax fulvifrons,OTT:674998
Zone-tailed_Hawk,Buteo albonotatus,OTT:288710
Lucifer_Hummingbird,Calothorax lucifer,OTT:3600536
Hepatic_Tanager,Piranga flava,OTT:1041102
Common_Poorwill,Phalaenoptilus nuttallii,OTT:701551
White-throated_Swift,Aeronautes saxatalis,OTT:156330
Common_Black_Hawk,Buteogallus anthracinus,OTT:624766
Woodhouses_Scrub-Jay,Aphelocoma woodhouseii,OTT:291107
Gray_Flycatcher,Empidonax wrightii,OTT:675006
Red-faced_Warbler,Cardellina rubrifrons,OTT:1061912
Mexican_Jay,Aphelocoma wollweberi,OTT:840089
Pyrrhuloxia,Cardinalis sinuatus,OTT:425446
Rufous-winged_Sparrow,Peucaea carpalis,OTT:6028
Pygmy_Nuthatch,Sitta pygmaea,OTT:82240
Red-naped_Sapsucker,Sphyrapicus nuchalis,OTT:90562
Gray_Hawk,Buteo plagiatus,OTT:6151487
Williamsons_Sapsucker,Sphyrapicus thyroideus,OTT:90563
Lucys_Warbler,Leiothlypis luciae,OTT:711624
Scotts_Oriole,Icterus parisorum,OTT:788031
Botteris_Sparrow,Peucaea botterii,OTT:24666
Virginias_Warbler,Leiothlypis virginiae,OTT:759416
Crissal_Thrasher,Toxostoma crissale,OTT:1037285
Chihuahuan_Raven,Corvus cryptoleucus,OTT:754774
Hermit_Warbler,Setophaga occidentalis,OTT:935122
Northern_Beardless-Tyrannulet,Camptostoma imberbe,OTT:664800
Blue-throated_Mountain-gem,Lampornis clemenciae,OTT:324612
Varied_Bunting,Passerina versicolor,OTT:887258
Whiskered_Screech-Owl,Megascops trichopsis,OTT:621249
Greater_Pewee,Contopus pertinax,OTT:512129
Mexican_Whip-poor-will,Antrostomus arizonae,OTT:322674
California_Condor,Gymnogyps californianus,OTT:316992
Olive_Warbler,Peucedramus taeniatus,OTT:370807
Cassins_Sparrow,Peucaea cassinii,OTT:961462
Elegant_Trogon,Trogon elegans,OTT:917899
Thick-billed_Kingbird,Tyrannus crassirostris,OTT:951134
Mexican_Chickadee,Poecile sclateri,OTT:171825
Sagebrush_Sparrow,Artemisiospiza nevadensis,OTT:6153372
Lawrences_Goldfinch,Spinus lawrencei,OTT:913590
Bairds_Sparrow,Centronyx bairdii,OTT:836182
Slate-throated_Redstart,Myioborus miniatus,OTT:859998
Flame-colored_Tanager,Piranga bidentata,OTT:1041108
Bells_Sparrow,Artemisiospiza belli,OTT:292639
Black-capped_Gnatcatcher,Polioptila nigriceps,OTT:1019726
Wedge-rumped_Storm-Petrel,Oceanodroma tethys,OTT:603905
Pine_Flycatcher,Empidonax affinis,OTT:203097
LeContes_Thrasher,Toxostoma lecontei,OTT:410208
Sinaloa_Wren,Thryophilus sinaloa,OTT:859841
McCowns_Longspur,Rhynchophanes mccownii,OTT:948132
Plain-capped_Starthroat,Heliomaster constantii,OTT:164168
Berylline_Hummingbird,Amazilia beryllina,OTT:84792
California_Scrub-Jay,Aphelocoma californica,OTT:641524
Green_Kingfisher,Chloroceryle americana,OTT:1039522
Aztec_Thrush,Ridgwayia pinicola,OTT:551578
Rose-throated_Becard,Pachyramphus aglaiae,OTT:490200
Yellow-collared_Lovebird,Agapornis personatus,OTT:174393
Nanday_Parakeet,Aratinga nenday,OTT:240289
Ruddy_Ground_Dove,Columbina talpacoti,OTT:388536
Nuttings_Flycatcher,Myiarchus nuttingi,OTT:396005
Least_Storm-Petrel,Oceanodroma microsoma,OTT:656584
Black_Storm-Petrel,Oceanodroma melania,OTT:603904
Dusky_Grouse,Dendragapus obscurus,OTT:1003843
Juan_Fernandez_Petrel,Pterodroma externa,OTT:271035
Least_Grebe,Tachybaptus dominicus,OTT:299432
California_Quail,Callipepla californica,OTT:340882
European_Goldfinch,Carduelis carduelis,OTT:1083719
Fan-tailed_Warbler,Basileuterus lachrymosus,OTT:335230
Blue-footed_Booby,Sula nebouxii,OTT:429615
Black_Rosy-Finch,Leucosticte atrata,OTT:827285
Ringed_Kingfisher,Megaceryle torquata,OTT:314750
Tropical_Parula,Setophaga pitiayumi,OTT:956236
Elegant_Tern,Thalasseus elegans,OTT:341032
White-throated_Thrush,Turdus assimilis,OTT:1058860
Yellow_Grosbeak,Pheucticus chrysopeplus,OTT:3597154
White-throated_Magpie-Jay,Calocitta formosa,OTT:792691
Thick-billed_Parrot,Rhynchopsitta pachyrhyncha,OTT:630227
Zebra_Finch,Taeniopygia guttata,OTT:708327
Northern_Red_Bishop,Euplectes franciscanus,OTT:636750
Blue-crowned_Parakeet,Thectocercus acuticaudatus,OTT:33329
Indian_Silverbill,Euodice malabarica,OTT:596766
Northern_Jacana,Jacana spinosa,OTT:526708
Green_Parakeet,Psittacara holochlorus,OTT:461598
Red-crested_Pochard,Netta rufina,OTT:693335
Black-throated_Magpie-Jay,Calocitta colliei,OTT:570419
White-rumped_Shama,Copsychus malabaricus,OTT:466330
Eared_Quetzal,Euptilotis neoxenus,OTT:462555
Gray_Go-away-bird,Corythaixoides concolor,OTT:842342
Oak_Titmouse,Baeolophus inornatus,OTT:641521
Emu,Dromaius novaehollandiae,OTT:829513
Yellow-naped_Parrot,Amazona auropalliata,OTT:1118
European_Turtle-Dove,Streptopelia turtur,OTT:801237
Common_Shelduck,Tadorna tadorna,OTT:30847
Fischers_Lovebird,Agapornis fischeri,OTT:174397
Common_Myna,Acridotheres tristis,OTT:80701
Red-crested_Cardinal,Paroaria coronata,OTT:301064
Blue-capped_Cordonbleu,Uraeginthus cyanocephalus,OTT:95955
Yellow-chevroned_Parakeet,Brotogeris chiriri,OTT:648764
Red-legged_Partridge,Alectoris rufa,OTT:51360
Crescent-chested_Warbler,Oreothlypis superciliosa,OTT:430147
Blue_Mockingbird,Melanotis caerulescens,OTT:1000575
Elegant_Quail,Callipepla douglasii,OTT:340885
Black-vented_Shearwater,Puffinus opisthomelas,OTT:134468
Cinnamon_Hummingbird,Amazilia rutila,OTT:116399
Yellow-footed_Gull,Larus livens,OTT:993041
Great_Kiskadee,Pitangus sulphuratus,OTT:375105
Brown-backed_Solitaire,Myadestes occidentalis,OTT:786479
Brown-chested_Martin,Progne tapera,OTT:537122
Gray-collared_Becard,Pachyramphus major,OTT:835164
Wedge-tailed_Shearwater,Ardenna pacifica,OTT:471653
Scarlet_Ibis,Eudocimus ruber,OTT:689773
Greater_Prairie-Chicken,Tympanuchus cupido,OTT:728073
Nuttalls_Woodpecker,Dryobates nuttallii,OTT:701703
California_Towhee,Melozone crissalis,OTT:463032
White-headed_Woodpecker,Dryobates albolarvatus,OTT:878373
California_Thrasher,Toxostoma redivivum,OTT:1085996
Ashy_Storm-Petrel,Oceanodroma homochroa,OTT:1021954
Wrentit,Chamaea fasciata,OTT:3599833
Yellow-billed_Magpie,Pica nuttalli,OTT:570503
Scrippss_Murrelet,Synthliboramphus scrippsi,OTT:6150946
California_Gnatcatcher,Polioptila californica,OTT:443272
Townsends_Storm-Petrel,Oceanodroma socorroensis,OTT:6155061
Mountain_Quail,Oreortyx pictus,OTT:676779
Red-crowned_Parrot,Amazona viridigenalis,OTT:919810
Tricolored_Blackbird,Agelaius tricolor,OTT:617797
Red-whiskered_Bulbul,Pycnonotus jocosus,OTT:778857
Bronze_Mannikin,Spermestes cucullata,OTT:890352
Mitred_Parakeet,Psittacara mitratus,OTT:959827
Red-lored_Parrot,Amazona autumnalis,OTT:636288
Red-masked_Parakeet,Psittacara erythrogenys,OTT:186442
Spotted_Dove,Streptopelia chinensis,OTT:329078
Lilac-crowned_Parrot,Amazona finschi,OTT:831228
Greater_Sage-Grouse,Centrocercus urophasianus,OTT:728077
Swinhoes_White-eye,Zosterops simplex,OTT:25635
Murphys_Petrel,Pterodroma ultima,OTT:73703
Orange-cheeked_Waxbill,Estrilda melpoda,OTT:102066
Island_Scrub-Jay,Aphelocoma insularis,OTT:440878
Craveris_Murrelet,Synthliboramphus craveri,OTT:454492
Yellow-headed_Parrot,Amazona oratrix,OTT:1119
Hawaiian_Petrel,Pterodroma sandwichensis,OTT:449678
White-winged_Parakeet,Brotogeris versicolurus,OTT:789650
White-fronted_Parrot,Amazona albifrons,OTT:307005
Guadalupe_Murrelet,Synthliboramphus hypoleucus,OTT:1078413
Great_Frigatebird,Fregata minor,OTT:285638
Kermadec_Petrel,Pterodroma neglecta,OTT:271044
Cinnamon-rumped_Seedeater,Sporophila torqueola,OTT:1050512
Citrine_Wagtail,Motacilla citreola,OTT:842438
Turquoise-fronted_Parrot,Amazona aestiva,OTT:658064
Swallow-tailed_Gull,Creagrus furcatus,OTT:500429
Tristrams_Storm-Petrel,Oceanodroma tristrami,OTT:603913
Yellow-crowned_Parrot,Amazona ochrocephala,OTT:165617
Zebra_Dove,Geopelia striata,OTT:956251
Lesser_Flamingo,Phoeniconaias minor,OTT:1030753
Yellow-crowned_Bishop,Euplectes afer,OTT:893455
Blue-gray_Tanager,Thraupis episcopus,OTT:817632
Ruddy_Shelduck,Tadorna ferruginea,OTT:282323
Red-billed_Leiothrix,Leiothrix lutea,OTT:965458
Yellow-billed_Cardinal,Paroaria capitata,OTT:396694
Yellow-fronted_Canary,Crithagra mozambica,OTT:1083721
Diamond_Dove,Geopelia cuneata,OTT:449654
Pink-backed_Pelican,Pelecanus rufescens,OTT:901986
Green_Peafowl,Pavo muticus,OTT:102708
Black-backed_Oriole,Icterus abeillei,OTT:875833
Yellow-headed_Caracara,Milvago chimachima,OTT:1015193
White-rumped_Seedeater,Crithagra leucopygia,OTT:559271
Saffron_Finch,Sicalis flaveola,OTT:853515
Black-headed_Weaver,Ploceus melanocephalus,OTT:937182
Broad-tailed_Paradise-Whydah,Vidua obtusa,OTT:617310
Laughing_Dove,Streptopelia senegalensis,OTT:244136
Blue-black_Grassquit,Volatinia jacarina,OTT:946790
South_African_Shelduck,Tadorna cana,OTT:857011
Scaly-headed_Parrot,Pionus maximiliani,OTT:300971
Zanzibar_Red_Bishop,Euplectes nigroventris,OTT:636751
Eurasian_Tree_Sparrow,Passer montanus,OTT:44870
Red-cheeked_Cordonbleu,Uraeginthus bengalus,OTT:95951
Red_Avadavat,Amandava amandava,OTT:393085
Congo_Peacock,Afropavo congensis,OTT:51349
White-winged_Collared-Dove,Streptopelia reichenowi,OTT:3596478
Venezuelan_Troupial,Icterus icterus,OTT:788029
Chilean_Flamingo,Phoenicopterus chilensis,OTT:960220
Burrowing_Parakeet,Cyanoliseus patagonus,OTT:682871
Bar-headed_Goose,Anser indicus,OTT:190897
Purple_Starling,Lamprotornis purpureus,OTT:355767
Golden_Palm_Weaver,Ploceus bojeri,OTT:988336
Keel-billed_Toucan,Ramphastos sulfuratus,OTT:1030674
Red-billed_Firefinch,Lagonosticta senegala,OTT:255281
House_Crow,Corvus splendens,OTT:38262
Mealy_Parrot,Amazona farinosa,OTT:165616
Greater_Flamingo,Phoenicopterus roseus,OTT:595567
Peterss_Twinspot,Hypargos niveoguttatus,OTT:326785
Great_Tit,Parus major,OTT:515143
Common_Hill_Myna,Gracula religiosa,OTT:80418
Blue_Dacnis,Dacnis cayana,OTT:90901
Yellow-billed_Stork,Mycteria ibis,OTT:464693
Green-winged_Pytilia,Pytilia melba,OTT:255282
Common_Quail,Coturnix coturnix,OTT:1098760
Eastern_Rosella,Platycercus eximius,OTT:19460
Silver_Pheasant,Lophura nycthemera,OTT:624446
Green_Jay,Cyanocorax yncas,OTT:937732
Black-rumped_Waxbill,Estrilda troglodytes,OTT:102064
European_Greenfinch,Chloris chloris,OTT:1083715
Crested_Oropendola,Psarocolius decumanus,OTT:939937
Bearded_Barbet,Lybius dubius,OTT:789437
Red-vented_Bulbul,Pycnonotus cafer,OTT:181049
Sociable_Weaver,Philetairus socius,OTT:617301
Orange-winged_Parrot,Amazona amazonica,OTT:636289
Chestnut_Munia,Lonchura atricapilla,OTT:4085
White-headed_Munia,Lonchura maja,OTT:290806
Common_Waxbill,Estrilda astrild,OTT:901156
Epaulet_Oriole,Icterus cayanensis,OTT:839103
Gray_Parrot,Psittacus erithacus,OTT:285641
Aplomado_Falcon,Falco femoralis,OTT:438663
Crested_Myna,Acridotheres cristatellus,OTT:405018
Gray_Crowned-Crane,Balearica regulorum,OTT:191006
Black_Guineafowl,Agelastes niger,OTT:3596015
Eurasian_Magpie,Pica pica,OTT:776471
Emerald_Starling,Lamprotornis iris,OTT:542005
Crimson_Rosella,Platycercus elegans,OTT:224308
Gouldian_Finch,Erythrura gouldiae,OTT:465909
Rainbow_Lorikeet,Trichoglossus moluccanus,OTT:7068808
Yellow_Canary,Crithagra flaviventris,OTT:903271
Black_Francolin,Francolinus francolinus,OTT:676796
White-winged_Widowbird,Euplectes albonotatus,OTT:636754
Zebra_Waxbill,Sporaeginthus subflavus,OTT:276881
Socorro_Parakeet,Psittacara brevipes,OTT:1038630
Ring-necked_Dove,Streptopelia capicola,OTT:244134
White-faced_Whistling-Duck,Dendrocygna viduata,OTT:662622
Gray_Junglefowl,Gallus sonneratii,OTT:153560
Black-capped_Parakeet,Pyrrhura rupicola,OTT:744927
Orange-fronted_Parakeet,Eupsittula canicularis,OTT:181128
Wrinkled_Hornbill,Rhabdotorrhinus corrugatus,OTT:211109
Red-and-green_Macaw,Ara chloropterus,OTT:851015
Oriental_Pied-Hornbill,Anthracoceros albirostris,OTT:291854
Jandaya_Parakeet,Aratinga jandaya,OTT:226416
Sudan_Golden_Sparrow,Passer luteus,OTT:710451
Andean_Condor,Vultur gryphus,OTT:363015
Village_Weaver,Ploceus cucullatus,OTT:370802
Namaqua_Dove,Oena capensis,OTT:975892
