species,common_name,difference,diff_SE,k,inat_medPred,inat_SE,inat_medResp,inat_GAM_pval,ebird_medPred,ebird_SE,ebird_medResp,ebird_GAM_pval,lb95CI,ub95CI,pval_uncorr,pval,sigdir,name_clean,specID,family,order,crest,max.color.contrast,pelagic,mass,shape,endangerment,all_success,rate,nhex
Calidris mauri,Western_Sandpiper,-3.6694990979985858,0.6628465100861148,20,-10.902613311330596,0.6642750946690669,1.840972093409873e-5,0.745,-7.286745359886528,0.01567514530094015,6.840841113512101e-4,0.5975,-4.968654385045436,-2.370343810951735,3.095086714499599e-8,1.2809776604667147e-7,Underreported,Western_Sandpiper,OTT:234671,Scolopacidae,Charadriiformes,none,60,0,27.82,Shorebird,Least Concern,339711,0.00959997165033937,2152
Megascops kennicottii,Western_Screech-Owl,0.4963899059750636,24.584712299482863,20,-7.281101811005058,24.58099949545569,6.879530244499502e-4,0.1475,-7.983712610678842,0.01855527301388583,3.408549547739545e-4,1,-47.688760771290234,48.68154058324036,0.9838910080341969,0.9999810766357233,Non-significant,Western_Screech-Owl,OTT:178680,Strigidae,Strigiformes,long,32.5,0,141.82,Owl,Least Concern,43497,0.00122919177440474,970
Numenius phaeopus,Whimbrel,-6.398355032119131,5.765529722822793,20,-14.851689287516136,5.856378385230952,3.548077858829749e-7,0.7325,-8.920417275542878,0.01484706805369948,1.3361461634226057e-4,0.7,-17.698585640647003,4.90187557640874,0.26710240284400816,0.42988682535768385,Non-significant,Whimbrel,OTT:1080871,Scolopacidae,Charadriiformes,none,20,0,364.57,Shorebird,Least Concern,187365,0.00529479083181244,1088
Eudocimus albus,White_Ibis,0.5668801216374795,0.1007403325568241,20,-5.102642025075571,0.19553736864253748,0.00604390911124481,0.9275,-6.286354331353723,0.00390492094170073,0.00185807525724337,0.775,0.36943269803551637,0.7643275452394425,1.8322026118511303e-8,7.669308277925527e-8,Overreported,White_Ibis,OTT:425447,Threskiornithidae,Pelecaniformes,none,65,0,889.66,Heron,Least Concern,794639,0.02245588712833565,1028
Vireo griseus,White-eyed_Vireo,-0.8110072842409768,0.18560701302344185,20,-6.0622062010390865,0.1948405150859982,0.00232384357928588,1,-5.272665113080865,0.00655105414807577,0.00510373874596005,1,-1.1747903450449795,-0.4472242234369741,1.245392027359771e-5,4.177804460575685e-5,Underreported,White-eyed_Vireo,OTT:621714,Vireonidae,Passeriformes,none,80,0,11.4,Warbler,Least Concern,945718,0.02672526350108078,2341
Elanus leucurus,White-tailed_Kite,0.29413948580152915,0.08161185156351562,20,-7.206220991746443,0.13493741844636034,7.414056308752367e-4,0.9975,-7.986721004019655,0.01535305652960635,3.398314178425233e-4,0.9925,0.13418319602540965,0.45409577557764863,3.132037709123736e-4,9.033255100094679e-4,Overreported,White-tailed_Kite,OTT:153874,Accipitridae,Accipitriformes,none,85,0,346,Hawk/Falcon,Least Concern,213114,0.00602243777296121,671
Aeronautes saxatalis,White-throated_Swift,-6.3415885818163735,290.9241567798646,20,-12.15048326540554,291.02112879187365,5.285789571557924e-6,0.5275,-6.383593790821326,8.272833278692795e-4,0.00168619392043179,0.995,-576.5424581030351,563.8592809394022,0.9826090242859833,0.9999810766357233,Non-significant,White-throated_Swift,OTT:156330,Apodidae,Caprimulgiformes,none,70,0,32.1,Swallow/Swift,Least Concern,184788,0.00522196679331229,1352
Loxia leucoptera,White-winged_Crossbill,-7.030406607101076,47.88416775310834,20,-16.246326930259684,47.83450808733165,8.796498334213377e-8,1,-9.300738422862729,0.00767856691147713,9.13484013619168e-5,0.3825,-100.88165083286765,86.82083761866551,0.8832732227691793,0.9807235548587365,Non-significant,White-winged_Crossbill,OTT:1060528,Fringillidae,Passeriformes,none,80,0,28.69,Finch,Least Concern,21038,5.945177035181075e-4,1157
Zenaida asiatica,White-winged_Dove,-0.8063936338312208,0.114107585652611,20,-5.8534381891648515,0.18258871904280127,0.00286180111161758,0.2725,-5.858481353524102,0.01599997498516931,0.0028474459023713,0.1375,-1.0300403920731578,-0.5827468755892838,1.583656719962035e-12,7.643567638184108e-12,Underreported,White-winged_Dove,OTT:715580,Columbidae,Columbiformes,none,40,0,153,Dove,Least Concern,901343,0.02547126012178541,1919
Tringa semipalmata,Willet,-0.4644957727194496,0.0770722365205923,20,-8.470433970603203,0.12504960833003056,2.095300226675653e-4,0.965,-7.796639550916003,0.00464466747821301,4.10945243178316e-4,0.1625,-0.6155545805077631,-0.31343696493113604,1.6728045203489529e-9,7.326264241898655e-9,Underreported,Willet,OTT:446288,Scolopacidae,Charadriiformes,none,50,0,245.7,Shorebird,Least Concern,730312,0.020638055570478,2592
Empidonax traillii,Willow_Flycatcher,-1.4556779507393052,0.8858251460185089,20,-8.296361651556296,0.902654946817657,2.493604686438245e-4,1,-7.115794182585402,0.01011750492000768,8.115163459013081e-4,0.305,-3.191863333535517,0.2805074320569063,0.10032053087285751,0.19056871928860084,Non-significant,Willow_Flycatcher,OTT:67288,Tyrannidae,Passeriformes,none,60,0,13.39,Flycatcher,Least Concern,347532,0.00982098709663727,3565
Phalaropus tricolor,Wilsons_Phalarope,-0.2842800601331148,0.12852460522884313,20,-7.290499093800056,0.14388897900702735,6.815228019290323e-4,1,-6.965912900855178,0.0089328525146608,9.42611863843451e-4,0.8,-0.5361836575088756,-0.03237646275735401,0.026975464981391518,0.05934602295906134,Non-significant,Wilsons_Phalarope,OTT:214789,Scolopacidae,Charadriiformes,none,55,0,59.39,Shorebird,Least Concern,166724,0.00471149204303417,2903
Aix sponsa,Wood_Duck,-0.02304310210538052,0.0404640106943203,20,-5.576855523125204,0.04737961349051175,0.003770178892501,0.9975,-5.507703171672585,0.00149739957747911,0.00403903134464312,0.16,-0.10235110573629189,0.05626490152553083,0.5690361856931161,0.7668208428286152,Non-significant,Wood_Duck,OTT:765195,Anatidae,Anseriformes,long,50,0,657.59,Duck,Least Concern,1734029,0.04900232621512503,4336
Mycteria americana,Wood_Stork,1.086446124456794,0.37129492864160096,20,-5.218975335693251,0.4455708789854611,0.00538373121173654,1,-7.328427019748849,0.00549143339450832,6.561747548683169e-4,1,0.35872143667688683,1.814170812236701,0.003432404861308802,0.008681965237428146,Overreported,Wood_Stork,OTT:464695,Ciconiidae,Ciconiiformes,none,90,0,2554.47,Heron,Least Concern,252334,0.00713076481602519,741
Hylocichla mustelina,Wood_Thrush,-1.276449639363892,2.5576562893457746,20,-6.9951032316903365,2.5962068090367554,9.155192472791768e-4,0.93,-6.153465989199086,0.00735427370730957,0.00212158923456296,0.9425,-6.289363851313965,3.736464572586181,0.61773003945397,0.7990028899880988,Non-significant,Wood_Thrush,OTT:712913,Turdidae,Passeriformes,none,60,0,50.09,Thrush,Least Concern,780445,0.02205477560234763,2544
Helmitheros vermivorum,Worm-eating_Warbler,-1.9037206556992383,6.699489766425467,20,-9.243600737215104,6.742458535485686,9.671931236702486e-5,0.6375,-7.796631777130731,0.01056939771335721,4.109484364779912e-4,1,-15.034479312687811,11.227038001289332,0.7762884948647575,0.922005439482979,Non-significant,Worm-eating_Warbler,OTT:860003,Parulidae,Passeriformes,none,40,0,14.16,Warbler,Least Concern,135181,0.00382011111699217,1669
Sphyrapicus varius,Yellow-bellied_Sapsucker,0.4565718673383592,0.03863092987297561,20,-5.58286157357118,0.04846391494112186,0.00374768747997463,0.9975,-5.957512820484353,0.0078024740633543,0.00257966478100328,0.2725,0.38085663609803455,0.5322870985786838,0,0,Overreported,Yellow-bellied_Sapsucker,OTT:744570,Picidae,Piciformes,none,85,0,50.3,Woodpecker,Least Concern,834971,0.02359563843636361,3307
Coccyzus americanus,Yellow-billed_Cuckoo,-0.4577557894338699,0.10100889680183486,20,-6.489067690776304,0.10165615337173206,0.00151765863682599,0.995,-6.0905410749434825,0.00121970291746537,0.00225906854466446,0.4125,-0.6557295892835893,-0.25978198958415055,5.847314436878096e-6,2.0336615651789263e-5,Underreported,Yellow-billed_Cuckoo,OTT:891425,Cuculidae,Cuculiformes,none,55,0,64,Thrush,Least Concern,530129,0.01498103791464734,3257
Icteria virens,Yellow-breasted_Chat,-0.9689630240789726,0.11141636559066924,20,-7.51070559514879,0.11402132676018016,5.468955959768713e-4,0.9675,-6.530630791192826,0.00603730542597679,0.00145596289311573,0.315,-1.187335087925032,-0.7505909602329133,3.4145057847506573e-18,2.0705913284449497e-17,Underreported,Yellow-breasted_Chat,OTT:998133,Icteriidae,Passeriformes,none,90,0,24.89,Warbler,Least Concern,350975,0.00991828362925505,3681
Nyctanassa violacea,Yellow-crowned_Night-Heron,1.3983851994174683,0.05447346093663531,20,-6.0097029607398795,0.07328709752074686,0.00244880587831686,0.985,-7.529838004292051,0.04418125840966615,5.365371863330689e-4,0.9225,1.2916191778684136,1.505151220966523,0,0,Overreported,Yellow-crowned_Night-Heron,OTT:244700,Ardeidae,Pelecaniformes,long,70,0,681.67,Heron,Least Concern,231056,0.00652946489704724,1472
Vireo flavifrons,Yellow-throated_Vireo,-1.3673052390337297,0.8430862280353393,20,-7.809598348264899,0.847709511452029,4.056563899171033e-4,0.9025,-6.346518447830089,0.00540600204550984,0.00174977205725663,0.3175,-3.0197238818447176,0.285113403777258,0.10484922851205088,0.19680033764365104,Non-significant,Yellow-throated_Vireo,OTT:289080,Vireonidae,Passeriformes,none,90,0,18,Warbler,Least Concern,423081,0.01195594374570512,2761
Setophaga dominica,Yellow-throated_Warbler,-0.3850538642331855,0.3434070787840273,20,-6.763010086753468,0.3633924475141178,0.00115441083533048,1,-6.486732151941622,0.013845712536874,0.00152120193167345,0.9975,-1.058119370685988,0.2880116422196168,0.26217070969530376,0.4248872518545381,Non-significant,Yellow-throated_Warbler,OTT:618690,Parulidae,Passeriformes,none,80,0,9.69,Warbler,Least Concern,332025,0.00938277120023765,2068
Buteo albonotatus,Zone-tailed_Hawk,0.9412284978752335,0.6918399674637101,20,-5.94368744425509,0.7704811556234246,0.00261548336855304,1,-7.605753098510722,0.03710642498093397,4.973330899170336e-4,0.98,-0.414752921419001,2.297209917169468,0.17368079336916953,0.29982122358984375,Non-significant,Zone-tailed_Hawk,OTT:288710,Accipitridae,Accipitriformes,none,60,0,745.92,Hawk/Falcon,Least Concern,29735,8.40288236244459e-4,405
Rynchops niger,Black_Skimmer,0.4556888525440322,0.1760111318205564,19,-5.826133033265346,0.26669870211861335,0.00294078668773544,0.9375,-6.788064413345367,0.00155365068530683,0.0011258793243955,0.995,0.11071337329760983,0.8006643317904545,0.009626139583491344,0.023230428688731663,Overreported,Black_Skimmer,OTT:738512,Laridae,Charadriiformes,none,90,0,297.73,Gull/Tern,Least Concern,212241,0.005997767464226,387
Quiscalus major,Boat-tailed_Grackle,0.269128759141938,0.23134579317965695,19,-4.438872694977272,0.26093355153769515,0.01167141307790416,1,-4.901833673041267,0.0027053433256835,0.0073781000017988,1,-0.18430066346504165,0.7225581817489176,0.2447004461341855,0.40049588588743856,Non-significant,Boat-tailed_Grackle,OTT:283673,Icteridae,Passeriformes,none,55,0,151.21,Blackbird,Least Concern,615005,0.01737956841202366,373
Myiarchus tyrannulus,Brown-crested_Flycatcher,-1.3843233039105312,15.250051650190729,19,-7.549662665781005,15.293688316173505,5.260107990246261e-4,0,-6.411637387398631,0.02110712795158573,0.00163964032797642,0.99,-31.273875300659974,28.50522869283891,0.9276713821452022,0.9999810766357233,Non-significant,Brown-crested_Flycatcher,OTT:129415,Tyrannidae,Passeriformes,short,50,0,35.45,NA,Least Concern,71980,0.00203409945333365,386
Spinus lawrencei,Lawrences_Goldfinch,-0.22030412662203624,1.148237257409955,19,-7.232699517436058,1.3625548386418622,7.220459169906066e-4,1,-7.838110292218158,0.0363030145200996,3.9425816263655806e-4,1,-2.470807796852595,2.0301995436085223,0.8478496013728878,0.9617094998785993,Non-significant,Lawrences_Goldfinch,OTT:913590,Fringillidae,Passeriformes,none,70,0,10.94,Finch,Least Concern,44493,0.00125733796856313,387
Grus americana,Whooping_Crane,3.1277555838890816,1.2466924443970335,19,-5.607237846823066,1.2069205122102469,0.00365776739082594,0.9725,-9.46171380235582,0.0116768007036869,7.776714066251547e-5,1,0.6842832930726921,5.571227874705471,0.012112731494120732,0.028646609983595535,Overreported,Whooping_Crane,OTT:414356,Gruidae,Gruiformes,none,90,0,5825.99,Heron,Endangered,16009,4.524020304031459e-4,356
Egretta rufescens,Reddish_Egret,-0.04096901665658636,0.09450243476473431,18,-7.813730864891069,0.15199560657390396,4.039841430467541e-4,0.985,-8.023357775569075,0.02802995344150428,3.276104068161326e-4,1,-0.22619038524681154,0.14425235193363878,0.6646345713869611,0.8338783879735613,Non-significant,Reddish_Egret,OTT:744560,Ardeidae,Pelecaniformes,long,10,0,614,Heron,Near Threatened,128098,0.00361995098323331,336
Baeolophus atricristatus,Black-crested_Titmouse,-0.5280518906395066,0.3122837794837317,17,-4.6833858230794965,0.39105912215706823,0.00916291448870104,1,-4.643158649257392,0.00501770733720544,0.00953544049645617,1,-1.1401168513836688,0.08401307010465564,0.0908490232187834,0.17539423666320222,Non-significant,Black-crested_Titmouse,OTT:809013,Paridae,Passeriformes,long,60,0,17.5,Chickadee,Least Concern,247474,0.00699342495296321,303
Alopochen aegyptiaca,Egyptian_Goose,1.852831348475068,0.44126082994237,17,-6.1346773340112986,0.5361494887844385,0.00216174088886748,1,-9.431389114458266,0.01217749747371956,8.01613340035482e-5,1,0.9879760139997694,2.7176866829503665,2.6815770058918886e-5,8.687574820457967e-5,Overreported,Egyptian_Goose,OTT:693339,Anatidae,Anseriformes,none,35,0,1873,NA,Least Concern,45727,0.00129220985971919,291
Melanerpes aurifrons,Golden-fronted_Woodpecker,-0.5345727885531946,0.39247045483910126,17,-4.686718495518951,0.515592171926313,0.00913270674573287,1,-4.383708438433047,0.02205133377498409,0.01232518914578789,1,-1.3038007450338869,0.23465516792749752,0.17317534776650928,0.29982122358984375,Non-significant,Golden-fronted_Woodpecker,OTT:425443,Picidae,Piciformes,none,75,0,80.77,Woodpecker,Least Concern,235491,0.00665479458689907,323
Pavo cristatus,Indian_Peafowl,3.847490935737944,0.2094009577801509,17,-6.7516900419221475,0.1508323748207384,0.001167537718655,1,-11.29287398538468,0.01998510290066075,1.2461253512747912e-5,1,3.437072600160656,4.257909271315232,0,0,Overreported,Indian_Peafowl,OTT:453575,Phasianidae,Galliformes,none,90,0,4154.81,NA,Least Concern,10926,3.0876035880971777e-4,238
Selasphorus sasin,Allens_Hummingbird,-1.043674542576204,3.1074764794824477,16,-7.546379180425902,3.3333972073238547,5.277398734363698e-4,0.71,-8.828331518929145,0.01758323872626282,1.465010399787267e-4,1,-7.134216525167121,5.046867440014712,0.7369770506026512,0.8984282085955001,Non-significant,Allens_Hummingbird,OTT:951132,Trochilidae,Caprimulgiformes,none,100,0,3.36,Hummingbird,Least Concern,250580,0.00708119812470612,263
Dendrocygna bicolor,Fulvous_Whistling-Duck,-0.09490229521707504,1.467787685358792,16,-7.141699566364132,1.6338222944836882,7.907800779383144e-4,0.9275,-8.232148617651012,0.01279308212883609,2.6589354220929223e-4,0.3625,-2.971713295471716,2.7819087050375653,0.9484473459919691,0.9999810766357233,Non-significant,Fulvous_Whistling-Duck,OTT:662618,Anatidae,Anseriformes,none,70,0,756.37,Duck,Least Concern,37675,0.0010646665310411901,287
Tympanuchus cupido,Greater_Prairie-Chicken,3.352195275655292,79758.73793012688,16,-3.019775365868554,79758.72725051305,0.04654044151070168,0.7375,-6.742209920954812,0.01751123369297562,0.00117864564077301,1,-156320.90160014175,156327.60599069306,0.9999664655569551,0.9999810766357233,Non-significant,Greater_Prairie-Chicken,OTT:728073,Phasianidae,Galliformes,long,80,0,870.08,Game,Near Threatened,9893,2.795685731012757e-4,257
Myiopsitta monachus,Monk_Parakeet,1.6062136819102113,1.2525130634521864,16,-6.782653603632423,1.202116602773871,0.0011319808394265,0.87,-9.998747018483034,0.02691813288680958,4.545478445698572e-5,0.44,-0.8486668126220054,4.0610941764424275,0.19970490336876123,0.3349660258632059,Non-significant,Monk_Parakeet,OTT:276609,Psittacidae,Psittaciformes,none,100,0,120,Parrot,Least Concern,70423,0.00199009983053786,255
Dendragapus fuliginosus,Sooty_Grouse,1.7400894531507318,2.005634213576409,16,-5.144977547289258,2.2355506588520275,0.00579482945724117,0.335,-7.390692879900694,0.03496812036844716,6.165879052246354e-4,1,-2.1908813716203444,5.671060277921807,0.385613016215121,0.5771992299675703,Non-significant,Sooty_Grouse,OTT:754431,Phasianidae,Galliformes,none,60,0,1047.31,Game,Least Concern,14807,4.1843443464172536e-4,266
Falcipennis canadensis,Spruce_Grouse,3.435085347376673,8.137868830274694,16,-3.376705721051877,8.181332739071317,0.03303145359904864,0.795,-7.37537013976985,0.04797359062739739,6.261025149511912e-4,0.945,-12.514844470872823,19.385015165626168,0.6729438739353117,0.8376380325563222,Non-significant,Spruce_Grouse,OTT:55937,Phasianidae,Galliformes,none,60,0,473.65,Game,Least Concern,4928,1.3926149077560766e-4,253
Agelaius tricolor,Tricolored_Blackbird,-1.085831237767673,1.77418979606221,16,-7.989550735678421,1.760713938031578,3.388714708271521e-4,0,-7.046099628107045,0.23656740302803955,8.700411505399152e-4,0.9875,-4.563179339788068,2.391516864252721,0.5405276581354483,0.7389294286071302,Non-significant,Tricolored_Blackbird,OTT:617797,Icteridae,Passeriformes,none,80,0,57.92,Blackbird,Endangered,40146,0.00113449509104657,283
Tyrannus melancholicus,Tropical_Kingbird,-0.2652010104701188,1.306196744632884,16,-7.754293846325211,1.4290597175140936,4.287130897062337e-4,0.8425,-8.432051732003968,0.02093654920895444,2.177268020897388e-4,1,-2.825299586674033,2.294897565733795,0.8391092589332861,0.9614974968689841,Non-significant,Tropical_Kingbird,OTT:1068161,Tyrannidae,Passeriformes,none,80,0,37.4,Flycatcher,Least Concern,44172,0.00124826675538558,262
Chamaea fasciata,Wrentit,-1.1189396292863782,0.5784916466257652,16,-6.094495214282196,0.6473478970944482,0.00225017357049836,0.3475,-5.39083237519061,0.0451555095108809,0.0045374949342886,0.68,-2.25276242203015,0.014883163457393156,0.053084062653252634,0.10916852884777606,Non-significant,Wrentit,OTT:3599833,Paradoxornithidae,Passeriformes,none,15,0,14.73,Chickadee,Least Concern,318703,0.00900630172375375,277
Haematopus palliatus,American_Oystercatcher,0.5533329633849959,0.02772605413444777,15,-5.8689861730531785,0.04433871899486666,0.00281777440178534,0.995,-6.564026037277058,0.00204742987820093,0.00140821090688143,0.9975,0.49899089584807044,0.6076750309219214,0,0,Overreported,American_Oystercatcher,OTT:1092987,Haematopodidae,Charadriiformes,none,90,0,601.45,Shorebird,Least Concern,199421,0.00563548412174562,249
Melozone crissalis,California_Towhee,-0.444771239448554,0.30715978794062704,15,-4.593841840822364,0.3275855858761029,0.01001266021860773,1,-4.5321307433009554,0.17789594531597341,0.01064323265478152,0.9975,-1.0467933613111433,0.1572508824140353,0.1476135301479485,0.2644742415150744,Non-significant,California_Towhee,OTT:463032,Passerellidae,Passeriformes,none,20,0,52.83,Sparrow,Least Concern,767174,0.02167974734664895,250
Stercorarius longicaudus,Long-tailed_Jaeger,3.444258743724851,656.4426267244884,15,-6.02617181929844,656.4411751990764,0.00240890346489734,0.26,-10.457298711058712,0.02752755185494335,2.8736931562692455e-5,1,-1283.1596475531426,1290.0481650405923,0.9958136352604996,0.9999810766357233,Non-significant,Long-tailed_Jaeger,OTT:742641,Stercorariidae,Charadriiformes,none,55,0,287.9,Gull/Tern,Least Concern,3951,1.1165222200779746e-4,234
Dryobates nuttallii,Nuttalls_Woodpecker,-0.8867409595312346,0.25081756996452786,15,-5.483188027477475,0.3899752192052781,0.00413885758927377,0.065,-4.8431654529925785,0.00457279904632626,0.00782042313923933,1,-1.3783343633515643,-0.3951475557109049,4.071551075488196e-4,0.0011601467823529618,Underreported,Nuttalls_Woodpecker,OTT:701703,Picidae,Piciformes,none,90,0,37.39,Woodpecker,Least Concern,476711,0.013471486308671,233
Baeolophus inornatus,Oak_Titmouse,-0.8838246291751908,0.25577798639737204,15,-5.410572936832354,0.3829821185558666,0.00444919517313662,0.97,-5.0121894238225515,9.237953680738156e-4,0.00661230030264316,1,-1.3851402705522158,-0.3825089877981659,5.494022757475487e-4,0.001546829026360658,Underreported,Oak_Titmouse,OTT:641521,Paridae,Passeriformes,long,10,0,15.87,Chickadee,Least Concern,418112,0.01181552362645512,239
Artemisiospiza belli,Bells_Sparrow,0.3283135740216938,22.26282675670612,14,-7.098148736639955,22.42191406398081,8.259510654532243e-4,1,-7.61670565975056,0.02206915887416866,4.919184047710468e-4,1,-43.30602506317695,43.96265221122034,0.9882338914104731,0.9999810766357233,Non-significant,Bells_Sparrow,OTT:292639,Passerellidae,Passeriformes,none,50,0,16.99,Sparrow,Least Concern,24769,6.999528946877082e-4,222
Buteogallus anthracinus,Common_Black_Hawk,0.8658693873155692,7.867087754296852,14,-6.021286801510627,8.112359518080648,0.00242067123531826,1,-8.13201570823733,0.01658689517394275,2.9388863935901193e-4,1,-14.553339274322353,16.28507804895349,0.91236000553706,0.9928000296833465,Non-significant,Common_Black_Hawk,OTT:624766,Accipitridae,Accipitriformes,none,75,0,975.09,NA,Least Concern,14816,4.186887677214698e-4,207
Tyrannus couchii,Couchs_Kingbird,-0.463531124646531,0.4177731766209341,14,-6.271952438205176,0.5330029275309138,0.00188497787625098,0.66,-6.5639857604947895,0.03325438926632657,0.00140826754635173,0.82,-1.2823515045304528,0.3552892552373905,0.2672023819347972,0.42988682535768385,Non-significant,Couchs_Kingbird,OTT:951133,Tyrannidae,Passeriformes,none,80,0,39,Flycatcher,Least Concern,81422,0.00230092311321662,221
Phalacrocorax carbo,Great_Cormorant,0.03763087629541117,96.22298653855994,14,-7.015223908252665,96.327930387561,8.972988279170925e-4,0.1025,-8.814821802310565,0.01032055398009926,1.484933611624012e-4,0.95,-188.55595722416447,188.6312189767553,0.999687963390866,0.9999810766357233,Non-significant,Great_Cormorant,OTT:969841,Phalacrocoracidae,Suliformes,none,60,0,2528.97,Seabird,Least Concern,71124,0.00200990955152685,213
Myioborus pictus,Painted_Redstart,0.05513449404911408,2.8218586512259227,14,-6.790746283999397,2.8783264480839845,0.00112286729287614,1,-8.314931588717627,0.01357643118913822,2.4477371354699866e-4,0.3825,-5.475606831816467,5.585875819914695,0.9844116349330454,0.9999810766357233,Non-significant,Painted_Redstart,OTT:285205,Parulidae,Passeriformes,none,100,0,9.79,Warbler,Least Concern,55541,0.00156954595356494,223
Ammospiza maritima,Seaside_Sparrow,-0.2886489707489157,1.805274234366096,14,-7.399074830166761,1.9374305846473188,6.114444423797232e-4,0.9975,-7.341664715839155,0.02236453553907607,6.475513406649056e-4,0.9975,-3.826921452324584,3.249623510826752,0.8729661230851662,0.9761536080834128,Non-significant,Seaside_Sparrow,OTT:1002241,Passerellidae,Passeriformes,none,47,0,22.16,Sparrow,Least Concern,57085,0.00161317820635664,218
Charadrius wilsonia,Wilsons_Plover,0.3400677284402076,0.49557252969078186,14,-6.319297718046537,0.5304019615311901,0.00179796950096088,1,-7.022474280678793,0.00108273332657136,8.908223794083927e-4,0.9975,-0.6312365814811314,1.3113720383615464,0.4925795440511749,0.6930904131165498,Non-significant,Wilsons_Plover,OTT:234675,Charadriidae,Charadriiformes,none,85,0,55.1,Shorebird,Least Concern,51194,0.00144670307604838,202
Cynanthus latirostris,Broad-billed_Hummingbird,1.036642003519032,1.2521693819058464,13,-5.9940784696602805,1.445102018073059,0.00248727178008603,1,-9.502508520299484,0.02222815963855897,7.465872352408468e-5,0.8075,-1.417564887560207,3.4908488945982707,0.4077402647506987,0.6045803925613809,Non-significant,Broad-billed_Hummingbird,OTT:84795,Trochilidae,Caprimulgiformes,none,100,0,3.1,Hummingbird,Least Concern,105681,0.00298646380005214,185
Toxostoma redivivum,California_Thrasher,-0.6745289370365257,0.3652643077929726,13,-6.082519550000579,0.4114377986927558,0.00227722116192128,1,-5.784361540097807,0.28491765574608885,0.00306584487728481,0.985,-1.390433825148705,0.041375951075653394,0.06479248183668138,0.13041210173936293,Non-significant,California_Thrasher,OTT:1085996,Mimidae,Passeriformes,none,15,0,84.4,Thrush,Least Concern,150594,0.00425567064567002,186
Somateria mollissima,Common_Eider,1.31156669118139,0.4992915435754962,13,-5.5523821099794946,0.7431572321122016,0.00386322552182498,1,-8.27751878737918,0.00780991850292349,2.54102476341871e-4,0.97,0.3329732479880064,2.2901601343747733,0.008617794465666462,0.02090367580646275,Overreported,Common_Eider,OTT:785961,Anatidae,Anseriformes,none,80,0,2060.93,Duck,Near Threatened,210847,0.0059583740960967,170
Pitangus sulphuratus,Great_Kiskadee,0.18931408320460696,0.3416143728553603,13,-5.375122138549488,0.4940583288315874,0.00460901180204041,1,-7.165620917187718,0.14503336686677534,7.721024435410333e-4,1,-0.48023778419313656,0.8588659506023504,0.5794592098666551,0.7764425106711837,Non-significant,Great_Kiskadee,OTT:375105,Tyrannidae,Passeriformes,none,90,0,62.85,Flycatcher,Least Concern,137200,0.00387716650454816,181
Crotophaga sulcirostris,Groove-billed_Ani,0.9639106558143162,0.7692194024332238,13,-7.008497195767045,1.0031688455583736,9.033495746455846e-4,1,-8.84376006411354,0.02902983886741151,1.44258412853879e-4,0.9975,-0.5437316691642244,2.4715529807928567,0.2101684538516715,0.35003407983042467,Non-significant,Groove-billed_Ani,OTT:1041415,Cuculidae,Cuculiformes,none,45,0,82.04,Thrush,Least Concern,14973,4.231254670014557e-4,190
Aramus guarauna,Limpkin,0.8885093066280381,0.29134600979924813,13,-4.548380676367361,0.1775029865317247,0.01047347525183684,1,-5.601896175150448,0.35179783867318587,0.00367728621946114,1,0.3174816203820582,1.459536992874018,0.0022909262051260537,0.005953890632003425,Overreported,Limpkin,OTT:1095362,Aramidae,Gruiformes,none,20,0,1080,Heron,Least Concern,124673,0.00352316311677502,165
Calidris maritima,Purple_Sandpiper,1.0863213739453297,1.4208622449650916,13,-6.442230825153887,1.472970011807294,0.00159031621166719,0.9175,-8.300735784286301,0.07336225907913319,2.482723851017142e-4,0.9725,-1.6985174531789773,3.871160201069636,0.4445390725170886,0.6480046195735015,Non-significant,Purple_Sandpiper,OTT:855479,Scolopacidae,Charadriiformes,none,50,0,65.1,Shorebird,Least Concern,39958,0.00112918235560302,188
Amazilia yucatanensis,Buff-bellied_Hummingbird,-0.8733728427126701,4.058955239283337,12,-7.73257974032326,4.282644622579991,4.38119893225648e-4,0.0625,-8.084112784284489,0.00343442740092165,3.0830495944386466e-4,1,-8.828778926568168,7.082033241142827,0.829633349857071,0.9614974968689841,Non-significant,Buff-bellied_Hummingbird,OTT:664787,Trochilidae,Caprimulgiformes,none,95,0,3.89,Hummingbird,Least Concern,56493,0.00159644874155568,151
Passer montanus,Eurasian_Tree_Sparrow,2.096857132596486,88411.8652309272,12,-4.335562446445238,88411.85428259443,0.01292525717141086,0.2075,-7.40363611098018,0.07490628822523497,6.08663517232147e-4,0.8125,-173281.97480149372,173286.1685157589,0.9999810766357233,0.9999810766357233,Non-significant,Eurasian_Tree_Sparrow,OTT:44870,Passeridae,Passeriformes,none,45,0,21.39,Sparrow,Least Concern,27552,7.785983347908974e-4,163
Melanerpes uropygialis,Gila_Woodpecker,-0.08905058246636322,0.5673561622212218,12,-3.86943257527722,0.6579632543613643,0.02044354724799366,0.86,-4.269610597527464,0.01222202338694176,0.01379428493556708,0.995,-1.201048226826822,1.0229470618940957,0.8752786518358374,0.9762834967176,Non-significant,Gila_Woodpecker,OTT:122918,Picidae,Piciformes,none,80,0,64.66,Woodpecker,Least Concern,288875,0.0081633853790186,148
