species,common_name,difference,diff_SE,k,inat_medPred,inat_SE,inat_medResp,inat_GAM_pval,ebird_medPred,ebird_SE,ebird_medResp,ebird_GAM_pval,lb95CI,ub95CI,pval_uncorr,pval,sigdir,name_clean,specID,family,order,crest,max.color.contrast,pelagic,mass,shape,endangerment,all_success,rate,nhex
Buteo platypterus,Broad-winged_Hawk,0.4735124629955447,0.08598963304594186,20,-6.518971551441311,0.1004158428091335,0.00147301250818385,1,-7.152034242778886,0.00162423203899237,7.826560697452786e-4,0.5675,0.30497587918168345,0.642049046809406,3.657831015857482e-8,1.4539109836139404e-7,Overreported,Broad-winged_Hawk,OTT:36398,Accipitridae,Accipitriformes,none,60,0,453.65,Hawk/Falcon,Least Concern,287744,0.00813142418866405,3186
Molothrus aeneus,Bronzed_Cowbird,-0.5999574072039793,1.1861402842944198,20,-7.259665002324809,1.4141385569180955,7.028492700746792e-4,1,-7.058933665507244,0.01537336415841957,8.589558875924483e-4,0.995,-2.9247496450331423,1.7248348306251837,0.6129925296448466,0.7990028899880988,Non-significant,Bronzed_Cowbird,OTT:213448,Icteridae,Passeriformes,none,50,0,62.61,Blackbird,Least Concern,70113,0.00198133946890222,577
Toxostoma rufum,Brown_Thrasher,-0.29875152208984557,0.14297667544831172,20,-5.6100347224178755,0.15807454600643855,0.00364758862748188,1,-5.294448231360054,0.00634134290750191,0.00499431477036947,0.13,-0.5789806565978086,-0.01852238758188246,0.03666163182546436,0.07846584549069972,Non-significant,Brown_Thrasher,OTT:293380,Mimidae,Passeriformes,none,50,0,68.8,Thrush,Least Concern,1328477,0.03754173853106878,3533
Sitta pusilla,Brown-headed_Nuthatch,-1.01928820395485,0.5213825678809759,20,-6.064324793100736,0.5504607069065569,0.00231893691893516,1,-5.282928614021862,0.00253372056451867,0.00505188768951415,1,-2.0411792591685725,0.002602851258872496,0.05058640185304403,0.10540690782594636,Non-significant,Brown-headed_Nuthatch,OTT:377450,Sittidae,Passeriformes,none,45,0,10.2,Nuthatch,Least Concern,383797,0.01084580811185184,845
Bucephala albeola,Bufflehead,-0.2835831323802007,0.08288080712998273,20,-5.9086902720001255,0.06525520352225309,0.00270838616518648,0.9075,-5.636496241849359,0.05986620561496482,0.00355267215215815,0.6125,-0.4460265293645774,-0.12113973539582407,6.225890236637508e-4,0.0017425124745145213,Underreported,Bufflehead,OTT:654820,Anatidae,Anseriformes,none,90,0,397.46,Duck,Least Concern,1719447,0.04859025010747692,4261
Athene cunicularia,Burrowing_Owl,1.55593635455276,0.04871303252142354,20,-5.716941870265988,0.06675827677323838,0.00327896902745607,1,-7.358792350299672,0.0094670630916982,6.365617595461388e-4,0.99,1.4604605652330416,1.6514121438724785,0,0,Overreported,Burrowing_Owl,OTT:944695,Strigidae,Strigiformes,none,10,0,150.61,Owl,Least Concern,78594,0.00222100600771471,1488
Psaltriparus minimus,Bushtit,-1.7182579458599454,0.3487304401210007,20,-7.506853321713756,0.4186669426561452,5.49005291666716e-4,1,-5.741189805175637,0.0032608692234453,0.00320066842972596,0.15,-2.4017570488099085,-1.0347588429099823,8.342453288388219e-7,3.035369542621252e-6,Underreported,Bushtit,OTT:1058772,Aegithalidae,Passeriformes,none,7.5,0,5.3,Chickadee,Least Concern,912675,0.02579149372841471,1325
Branta hutchinsii,Cackling_Goose,-0.7824448400666895,1.0635286710695455,20,-8.196015280838054,1.0703631861726255,2.756741534923849e-4,1,-7.536023351516662,0.01722914246026527,5.332305241214781e-4,0.16,-2.866922731888744,1.302033051755365,0.46190939957857413,0.6665840926424678,Non-significant,Cackling_Goose,OTT:972531,Anatidae,Anseriformes,none,72.5,0,2811.68,Duck,Least Concern,277485,0.0078415127369865,2584
Campylorhynchus brunneicapillus,Cactus_Wren,-0.08131362510914042,0.6205904519564354,20,-5.257382409667018,0.7308220572663039,0.00518192944738447,1,-5.461518812855128,0.01289680232580748,0.00422913871693749,0.9975,-1.2976485600931884,1.1350213098749073,0.8957545605222554,0.985330016574481,Non-significant,Cactus_Wren,OTT:800237,Troglodytidae,Passeriformes,none,60,0,38.9,Wren,Least Concern,206476,0.00583485299703416,632
Larus californicus,California_Gull,-1.146616891207343,0.21186079422108675,20,-6.705897395485458,0.26477749237189735,0.00122217854325182,0.995,-5.848253769846025,0.01476944925710474,0.00287663362437604,0.65,-1.5618564176167244,-0.7313773647979613,6.228153084782814e-8,2.41468558123137e-7,Underreported,California_Gull,OTT:119602,Laridae,Charadriiformes,none,90,0,683.39,Gull/Tern,Least Concern,654787,0.01850377714295613,1560
Callipepla californica,California_Quail,0.1172449863545375,0.2300111665029675,20,-4.89300960906111,0.25704770190653853,0.00744300619970646,0.5825,-4.904000800518359,0.01443085128526742,0.00736224562102374,0.82,-0.33356861603332444,0.5680585887423995,0.6102363845327521,0.7990028899880988,Non-significant,California_Quail,OTT:340882,Odontophoridae,Galliformes,long,65,0,165.7,Game,Least Concern,504796,0.01426514681362898,804
Aphelocoma californica,California_Scrub-Jay,-0.1183903083857023,0.07654928917080048,20,-4.681664350254817,0.11296621162516277,0.00917855687721992,1,-4.604178251945716,0.01941622971676603,0.00991071871797048,1,-0.26842415820261323,0.031643541431208566,0.12196232149038859,0.22273427824306485,Non-significant,California_Scrub-Jay,OTT:641524,Corvidae,Passeriformes,none,90,0,85.74,Crow/Jay,Least Concern,1165521,0.03293672727075426,486
Selasphorus calliope,Calliope_Hummingbird,0.2448895313180348,0.6816282020907515,20,-7.105082437795176,0.7679839674248266,8.202486573195755e-4,1,-7.5569167166387,0.00831245344049897,5.222108816017522e-4,0.9075,-1.0910771956266274,1.580856258262697,0.7193920533865827,0.8836866885042113,Non-significant,Calliope_Hummingbird,OTT:203380,Trochilidae,Caprimulgiformes,none,100,0,2.64,Hummingbird,Least Concern,58278,0.00164689146903832,1328
Cardellina canadensis,Canada_Warbler,-1.2771670554074444,2.769621502278929,20,-8.744693951164777,2.876168934052348,1.592789894302019e-4,1,-7.832947006273773,0.00927770521718007,3.9629828587198863e-4,0.315,-6.705525450681864,4.151191339866974,0.644702362628895,0.8205258944862629,Non-significant,Canada_Warbler,OTT:909769,Parulidae,Passeriformes,none,80,0,10.04,Warbler,Least Concern,159164,0.00449785225604886,2018
Aythya valisineria,Canvasback,-0.22804821257385544,0.3174495218462953,20,-6.982631073262397,0.30392313234625057,9.269986007931054e-4,1,-6.691494423374985,0.07241683461595444,0.00123988694164787,0.9725,-0.8502378423020552,0.39414141715434436,0.4725252966083365,0.677286258471949,Non-significant,Canvasback,OTT:832938,Anatidae,Anseriformes,none,75,0,1202,Duck,Least Concern,393616,0.011123285501853,3674
Catherpes mexicanus,Canyon_Wren,-0.8726323214251572,0.7627594330483323,20,-6.863730809426411,0.8646834278099493,0.00104391702389177,1,-6.313879800685033,0.00290445171731758,0.00180771953026387,0.965,-2.367613339068079,0.6223486962177642,0.25260431963293,0.4120063558150893,Non-significant,Canyon_Wren,OTT:406675,Troglodytidae,Passeriformes,none,40,0,11.97,Wren,Least Concern,180075,0.00508878103721947,1423
Setophaga tigrina,Cape_May_Warbler,0.5729114511205107,0.4245978900431167,20,-6.851490314027615,0.43229360054151666,0.00105676002406221,0.99,-7.6514369304267635,0.00511654218081404,4.751347176400904e-4,0.6225,-0.25928512127569603,1.4051080235167173,0.1772394777079882,0.3048519016577397,Non-significant,Cape_May_Warbler,OTT:532753,Parulidae,Passeriformes,none,90,0,10.04,Warbler,Least Concern,169593,0.00479256777701047,1867
Poecile carolinensis,Carolina_Chickadee,-0.7836369257960214,0.10947854117186293,20,-4.654517458331007,0.11781045499662256,0.00942875753167376,1,-3.7259793634480776,0.00273195410965838,0.02352284305260106,1,-0.9982109235728582,-0.5690629280191846,8.19196794006478e-13,4.122128548564512e-12,Underreported,Carolina_Chickadee,OTT:17255,Paridae,Passeriformes,none,90,0,9.99,Chickadee,Least Concern,3234529,0.09140530245473528,1787
Thryothorus ludovicianus,Carolina_Wren,-0.7839095345993531,0.10220252016768618,20,-4.85529822968075,0.11589830296140508,0.0077268416904354,0.9975,-3.995286246321271,0.00314119607942751,0.01806965705362731,0.6525,-0.9842227932572465,-0.5835962759414597,1.7178386504764864e-14,9.028196463059757e-14,Underreported,Carolina_Wren,OTT:1036137,Troglodytidae,Passeriformes,none,40,0,18.96,Wren,Least Concern,4318746,0.12204444120154068,2698
Haemorhous cassinii,Cassins_Finch,-1.0563283073847898,0.8329154904039222,20,-6.627871131984433,0.8849653024735807,0.00132122857825207,1,-5.814706357737094,0.00490684263061272,0.00297448229802035,0.9825,-2.688812670741994,0.5761560559724144,0.20471587158803115,0.3421576228308789,Non-significant,Cassins_Finch,OTT:664801,Fringillidae,Passeriformes,none,90,0,26.5,Finch,Least Concern,159315,0.00450211939994235,1408
Peucaea cassinii,Cassins_Sparrow,-1.324223181215754,2.050458746205286,20,-7.358587031298214,2.0198361634528457,6.366923879662001e-4,0.88,-6.267193317309508,0.01778520891980578,0.00189395306356503,0.99,-5.343048475563269,2.6946021131317606,0.5183972247638742,0.7148743070358964,Non-significant,Cassins_Sparrow,OTT:961462,Passerellidae,Passeriformes,none,22.5,0,18.9,Sparrow,Least Concern,41926,0.0011847965223738,869
Petrochelidon fulva,Cave_Swallow,-0.3887035327649615,0.4058150133428379,20,-6.640065824878764,0.43020105461390296,0.00130523534589348,1,-7.1914998889013555,0.02286920199462704,7.523923978256753e-4,0.6825,-1.1840863433025652,0.4066792777726421,0.3381463282708663,0.5244039779413763,Non-significant,Cave_Swallow,OTT:152808,Hirundinidae,Passeriformes,none,60,0,18.95,Swallow/Swift,Least Concern,63732,0.00180101731536343,782
Setophaga cerulea,Cerulean_Warbler,-3.649136167186184,16.90509826098906,20,-11.647054998080954,16.92348003199689,8.744691365390589e-6,1,-8.231892598871351,0.01500122438536703,2.659616065569909e-4,1,-36.782519913835436,29.484247579463066,0.8290968009993184,0.9614974968689841,Non-significant,Cerulean_Warbler,OTT:545135,Parulidae,Passeriformes,none,90,0,9.04,Warbler,Near Threatened,74021,0.00209177654397346,1414
Poecile rufescens,Chestnut-backed_Chickadee,-0.8680126607804546,0.9717519427629108,20,-5.2320348732604565,1.0141679391593432,0.00531425049211042,1,-5.288126794342498,0.04186379339366321,0.00502582684086718,1,-2.7726114705025875,1.036586148941678,0.3717259312027425,0.5617455765459974,Non-significant,Chestnut-backed_Chickadee,OTT:119889,Paridae,Passeriformes,none,75,0,9.39,Chickadee,Least Concern,606540,0.01714035402090849,420
Chaetura pelagica,Chimney_Swift,-3.3821230990474787,0.1546521674021356,20,-8.828872916736913,0.16136751095235682,1.464217577138971e-4,0.2975,-5.522096905891361,9.467225216772032e-4,0.00398154081902647,0.8925,-3.685235777286724,-3.0790104208082334,5.10162649724782e-106,6.5218090086438346e-105,Underreported,Chimney_Swift,OTT:609785,Apodidae,Caprimulgiformes,none,50,0,23.6,Swallow/Swift,Vulnerable,1474473,0.04166747323222048,3312
Antrostomus carolinensis,Chuck-wills-widow,-3.365331946162293,43.65931421808542,20,-10.943972393368044,43.66989259590096,1.7663855694362068e-5,1,-7.8216302289417,0.0112101119665065,4.008067704256891e-4,0.98,-88.93601540332722,82.20535151100262,0.9385585913185251,0.9999810766357233,Non-significant,Chuck-wills-widow,OTT:416426,Caprimulgidae,Caprimulgiformes,none,25,0,109,Owl,Near Threatened,52190,0.00147484927020677,1430
Alectoris chukar,Chukar,-0.2559060047804904,5.271472398605021,20,-8.151415177512717,5.0441884776747,2.8824392831516024e-4,0.845,-7.565741493187529,0.02291284403415928,5.176251365289669e-4,0.7225,-10.587802051543303,10.07599004198232,0.9612815424956437,0.9999810766357233,Non-significant,Chukar,OTT:51358,Phasianidae,Galliformes,none,42.5,0,502.1,Game,Least Concern,19676,5.56028630783453e-4,775
Spatula cyanoptera,Cinnamon_Teal,-0.4832322575259216,0.13318963415458365,20,-6.477990338288144,0.17507644491866242,0.00153453779399326,0.995,-5.837744077291029,0.01818060336587138,0.00290693723717862,0.99,-0.7442791435829714,-0.2221853714688718,2.8545702581019846e-4,8.28350755878674e-4,Underreported,Cinnamon_Teal,OTT:82411,Anatidae,Anseriformes,none,70,0,377.45,Duck,Least Concern,431642,0.01219787102300423,2238
Aechmophorus clarkii,Clarks_Grebe,-1.0472992613537766,4.980810042974626,20,-7.759299226503799,4.965446954651281,4.265734922931622e-4,1,-7.048736754787182,0.01535974725000968,8.677517528288893e-4,1,-10.80950755941944,8.714909036711886,0.8334594031526891,0.9614974968689841,Non-significant,Clarks_Grebe,OTT:1064229,Podicipedidae,Podicipediformes,none,80,0,1090.93,Duck,Least Concern,144639,0.00408738692457246,1017
Nucifraga columbiana,Clarks_Nutcracker,-0.9509797821165112,2.758355116788408,20,-6.493640280191272,2.985135911020377,0.00151074530897143,0.9975,-5.954144008052964,0.00248674976951817,0.00258834731069086,1,-6.357256467593565,4.455296903360542,0.7302722794962979,0.8925550082732531,Non-significant,Clarks_Nutcracker,OTT:425442,Corvidae,Passeriformes,none,65,0,129.81,Crow/Jay,Least Concern,108002,0.00305205347539512,1076
Spizella pallida,Clay-colored_Sparrow,-0.02170528814753281,0.4257692975613293,20,-7.094835099811819,0.4820614757490247,8.28690235078387e-4,0.9925,-7.306840938582374,0.0116164408094556,6.704833774437632e-4,0.46,-0.8561977770906556,0.8127872007955899,0.9593422634777866,0.9999810766357233,Non-significant,Clay-colored_Sparrow,OTT:989506,Passerellidae,Passeriformes,none,45,0,11.2,Sparrow,Least Concern,144800,0.00409193666077678,2883
Bucephala clangula,Common_Goldeneye,-0.26069680447277466,0.07729358643926955,20,-6.537838274424884,0.09196697978073291,0.00144552190585469,0.9875,-6.134427259614827,0.00103230977981278,0.00216228038344944,0.95,-0.41218945012967645,-0.10920415881587286,7.44044963863636e-4,0.002058089286008771,Underreported,Common_Goldeneye,OTT:166683,Anatidae,Anseriformes,none,90,0,918.56,Duck,Least Concern,857396,0.02422935169339344,3639
Columbina passerina,Common_Ground_Dove,-0.7991150460352769,0.11609548258734896,20,-7.018324219158647,0.19278960574063167,8.945237151343395e-4,0.935,-6.836020496564808,0.02322700246301975,0.00107321733146828,0.95,-1.0266580106742778,-0.571572081396276,5.849933835726071e-12,2.794968388180234e-11,Underreported,Common_Ground_Dove,OTT:157208,Columbidae,Columbiformes,none,22.5,0,35.36,Dove,Least Concern,234875,0.00663738690055212,867
Mergus merganser,Common_Merganser,0.16420128895136843,0.08474870257625648,20,-5.653371938978845,0.10402206066684395,0.00349342906748545,1,-5.777962456165426,0.01424034055277313,0.00308546565401128,0.1675,-0.001903115834591157,0.330305693737328,0.0526832768224792,0.10881742330581946,Non-significant,Common_Merganser,OTT:88388,Anatidae,Anseriformes,long,90,0,1451.02,Duck,Least Concern,1020676,0.02884351894457875,3431
Phalaenoptilus nuttallii,Common_Poorwill,-5.068127266746325,9.903584366118189,20,-13.287212187633994,9.815331326137532,1.6960409367072977e-6,1,-7.75133249929481,0.01043167101867293,4.2998399291125326e-4,1,-24.478795942191915,14.34254140869926,0.6088282517723822,0.7990028899880988,Non-significant,Common_Poorwill,OTT:701551,Caprimulgidae,Caprimulgiformes,none,25,0,48.33,Owl,Least Concern,35698,0.00100879803119067,1538
Acanthis flammea,Common_Redpoll,-2.1656040235191467,3.3515271003203133,20,-9.51736940533766,3.3596022762198845,7.355751317497662e-5,0.97,-7.48167851958611,0.02290000023499308,5.629939521433286e-4,0.3725,-8.734476433356921,4.403268386318627,0.518179359780096,0.7148743070358964,Non-significant,Common_Redpoll,OTT:38566,Fringillidae,Passeriformes,none,80,0,13,Finch,Least Concern,114990,0.00324952898220112,1743
Sterna hirundo,Common_Tern,-1.353865831737924,6.862160829126946,20,-9.031657961196515,7.224997684460372,1.1954980225424484e-4,0.1125,-8.582530106504887,0.00919741958079499,1.873152672946811e-4,0.2275,-14.803453912948253,12.095722249472404,0.8435971695573539,0.9614974968689841,Non-significant,Common_Tern,OTT:1057459,Laridae,Charadriiformes,none,75,0,129.15,Gull/Tern,Least Concern,272310,0.00769527121613346,1814
Geothlypis trichas,Common_Yellowthroat,-0.8243919698318396,0.05248059967123804,20,-6.088931791057676,0.0642560135914196,0.00226269872147755,0.98,-5.148128268461977,0.00912377204097238,0.00577670560244371,0.215,-0.9272520550745308,-0.7215318845891485,1.322530762062317e-55,1.4547838382685486e-54,Underreported,Common_Yellowthroat,OTT:998127,Parulidae,Passeriformes,none,80,0,9.54,Warbler,Least Concern,2882073,0.08144516690424673,4795
Calypte costae,Costas_Hummingbird,0.2623638720669492,0.5312162040118605,20,-5.814298455648312,0.6159173228498297,0.00297569223191319,1,-6.671964538982214,0.03538358647697974,0.00126430887778603,1,-0.7788007558003791,1.3035284999342773,0.6213818715572117,0.8008545647045263,Non-significant,Costas_Hummingbird,OTT:1002234,Trochilidae,Caprimulgiformes,none,100,0,3.09,Hummingbird,Least Concern,100922,0.00285197811932952,440
Caracara cheriway,Crested_Caracara,0.5645282384477257,0.09537653481572574,20,-5.283092970282243,0.1531485974238804,0.00505106164197434,0.8725,-6.600336247548169,0.00592350339635029,0.00135806384847457,0.4225,0.3775936652386727,0.7514628116567786,3.2401794580749765e-9,1.3932771669722398e-8,Overreported,Crested_Caracara,OTT:1005432,Falconidae,Falconiformes,short,70,0,1078.62,Hawk/Falcon,Least Concern,192389,0.00543676520877199,515
Toxostoma curvirostre,Curve-billed_Thrasher,0.10660755729992966,0.25129586192119424,20,-4.986620311150153,0.3247937852097103,0.00678238949937668,1,-5.395736043840246,0.006207927667652,0.00451539925117324,1,-0.3859232815295614,0.5991383961294207,0.6713971734288373,0.8376380325563222,Non-significant,Curve-billed_Thrasher,OTT:259098,Mimidae,Passeriformes,none,22.5,0,80.54,Thrush,Least Concern,289317,0.00817587595915715,714
Dryobates pubescens,Downy_Woodpecker,-0.49217078037236694,0.0353544272670156,20,-4.850097752474504,0.04603414966658449,0.00776681671297892,1,-4.314588757311805,9.583412022337764e-4,0.01319559538387812,0.545,-0.5614641845097583,-0.42287737623497557,4.719141152982883e-44,4.555415847675314e-43,Underreported,Downy_Woodpecker,OTT:873958,Picidae,Piciformes,none,90,0,25.55,Woodpecker,Least Concern,6122323,0.1730121404200062,4529
Calidris alpina,Dunlin,-1.8079375182065296,0.3684173097900392,20,-9.68288737855632,0.4920788229258756,6.233735470629026e-5,1,-7.619506655795426,0.006983099898736,4.90543146111579e-4,0.525,-2.5300221766761424,-1.085852859736917,9.233458057908655e-7,3.308655804083935e-6,Underreported,Dunlin,OTT:887705,Scolopacidae,Charadriiformes,none,60,0,51.89,Shorebird,Least Concern,434590,0.01228117923623606,2237
Dendragapus obscurus,Dusky_Grouse,2.2981773314743243,0.777340904461931,20,-4.862791354312763,0.9059460109359764,0.00766960227755522,1,-7.171389192486108,0.02630113729207696,7.676649736152699e-4,1,0.7746171550191487,3.8217375079295,0.003111925395233195,0.007913659741641405,Overreported,Dusky_Grouse,OTT:1003843,Phasianidae,Galliformes,none,60,0,1047.31,Game,Least Concern,9856,2.785229815512153e-4,534
Podiceps nigricollis,Eared_Grebe,-0.9434898912690082,0.11720528292380504,20,-7.419579099584872,0.14024294440763993,5.99042313927519e-4,1,-6.28936197174666,0.01422226999094574,0.00185250556764008,0.965,-1.1732080245974934,-0.7137717579405229,8.286700157655134e-16,4.7224206922540704e-15,Underreported,Eared_Grebe,OTT:651477,Podicipedidae,Podicipediformes,long,84,0,412.44,Duck,Least Concern,389255,0.01100004699510129,2742
Sialia sialis,Eastern_Bluebird,0.07281992732592313,0.02743118522869995,20,-4.558392154084077,0.03861493500985756,0.01037022536172215,1,-4.719305855790688,0.00522007049169957,0.00884248206987887,0.5625,0.019055792224424106,0.12658406242742215,0.007939303764883388,0.0193571684576796,Overreported,Eastern_Bluebird,OTT:775715,Turdidae,Passeriformes,none,100,0,27.5,Thrush,Least Concern,2776136,0.07845146874103741,3464
Sturnella magna,Eastern_Meadowlark,-1.3446143995885755,0.10723517175422416,20,-6.952299249049673,0.11871109508376644,9.555196536720708e-4,1,-5.618186620960454,0.00653489874858755,0.0036180818693578,0.7675,-1.5547914741028217,-1.1344373250743294,4.571212594194062e-36,3.7933044860592826e-35,Underreported,Eastern_Meadowlark,OTT:489144,Icteridae,Passeriformes,none,90,0,91.76,Blackbird,Near Threatened,930465,0.02629422544937617,3263
Megascops asio,Eastern_Screech-Owl,0.823239253841868,0.25830052780852275,20,-6.753946839312305,0.27258861725660394,0.00116490885950941,0.97,-7.750035670933544,0.00878401108711919,4.305417298378032e-4,0.365,0.3169795221494768,1.3294989855342592,0.0014368853406263593,0.003818240259080157,Overreported,Eastern_Screech-Owl,OTT:570960,Strigidae,Strigiformes,long,32.5,0,179.99,Owl,Least Concern,156032,0.00440934434429781,2533
Pipilo erythrophthalmus,Eastern_Towhee,-0.7705797166746935,0.02473429443626238,20,-5.79237831963531,0.0312522310670868,0.0030414393853537,1,-5.098390954191579,0.00527871094210132,0.00606950061018975,0.9425,-0.8190580429527772,-0.7221013903966098,4.435050150521756e-213,7.49206686141711e-212,Underreported,Eastern_Towhee,OTT:453762,Passerellidae,Passeriformes,none,85,0,40.03,Sparrow,Least Concern,2096101,0.05923420253170495,2669
Contopus virens,Eastern_Wood-Pewee,-0.6477139191174246,0.1192067308201229,20,-6.222772640680726,0.13464233339619106,0.00197980997111437,0.9675,-5.428626100289559,0.00616083601041897,0.00436994166881203,0.615,-0.8813548182396262,-0.41407301999522295,5.52485058426738e-8,2.1777119386320591e-7,Underreported,Eastern_Wood-Pewee,OTT:1095258,Tyrannidae,Passeriformes,none,50,0,13.9,Flycatcher,Least Concern,1211999,0.03425015981301658,2967
Sturnus vulgaris,European_Starling,-1.2027730748643508,0.04408065245375465,20,-5.355160807301693,0.0350788603904477,0.00470150130148478,0.34,-4.12710818602676,0.03120676271411132,0.01587342513472896,0.14,-1.289169566088737,-1.1163765836399646,6.2635583337108555e-164,1.0216079627052533e-162,Underreported,European_Starling,OTT:565813,Sturnidae,Passeriformes,none,55,0,77.14,Blackbird,Least Concern,6800564,0.19217870956877628,5055
Buteo regalis,Ferruginous_Hawk,-0.0807119062739381,0.1096178375156166,20,-7.210294422086987,0.14078155746431142,7.383939348123011e-4,1,-6.92512205115027,0.01128833816662867,9.818182465732592e-4,0.8775,-0.2955589198677102,0.134135107319834,0.46154652262577095,0.6665840926424678,Non-significant,Ferruginous_Hawk,OTT:155919,Accipitridae,Accipitriformes,none,70,0,1437.18,Hawk/Falcon,Least Concern,79822,0.00225570834348428,1940
Spizella pusilla,Field_Sparrow,-0.5775065753132766,0.17848966451626946,20,-6.017733727374591,0.1884710207082876,0.00242926642661603,0.9625,-5.532798042809493,0.00814352377178074,0.00393932791444132,0.3925,-0.9273398893778015,-0.22767326124875176,0.001214221032389766,0.003281865990402053,Underreported,Field_Sparrow,OTT:989508,Passerellidae,Passeriformes,none,45,0,12.5,Sparrow,Least Concern,1182594,0.03341919712302942,3191
Corvus ossifragus,Fish_Crow,-3.0054676789265673,1.1913248324104428,20,-8.09574949206226,1.2495133000662368,3.047391851973905e-4,1,-5.137361951164463,0.00283008446149411,0.00583887034830617,0.9725,-5.340421444339251,-0.6705139135138842,0.011642643200223051,0.02776139676015554,Underreported,Fish_Crow,OTT:406128,Corvidae,Passeriformes,none,50,0,284.6,Crow/Jay,Least Concern,1246646,0.03522925739233932,1514
Sterna forsteri,Forsters_Tern,-1.2787982237890998,0.05500835836754855,20,-8.57773540903122,0.08017597212478285,1.8821537443989745e-4,1,-6.916638284963542,0.00653097167024894,9.90174913217751e-4,0.1725,-1.3866126250381674,-1.1709838225400322,1.5133155869325362e-119,2.169085674603302e-118,Underreported,Forsters_Tern,OTT:341030,Laridae,Charadriiformes,none,75,0,149,Gull/Tern,Least Concern,727518,0.0205590992788329,3012
Leucophaeus pipixcan,Franklins_Gull,-0.5371994637300275,0.6533962675574178,20,-7.389318496089345,0.7133169367265694,6.174353926806574e-4,1,-7.147401822358784,0.01485823661850254,7.862872149501875e-4,0.38,-1.8178326157754632,0.743433688315408,0.4109830640413837,0.6074843415361703,Non-significant,Franklins_Gull,OTT:965054,Laridae,Charadriiformes,none,80,0,280,Gull/Tern,Least Concern,154532,0.00436695549767374,2374
Mareca strepera,Gadwall,-0.34783175899838925,0.15604419580384352,20,-5.820227849821677,0.15310089671377394,0.00295815242512965,1,-5.466512635329558,0.05833555046665444,0.00420816044796829,0.4175,-0.6536727627704387,-0.041990755226339826,0.0258099623883526,0.0575854349513716,Non-significant,Gadwall,OTT:30856,Anatidae,Anseriformes,none,50,0,915.58,Duck,Least Concern,1478311,0.04177593216111593,4515
Callipepla gambelii,Gambels_Quail,-0.19150332464397213,0.382465639813614,20,-4.490518907450973,0.4113119706229504,0.01109044546317924,0.9575,-4.444853532225054,0.01017816806773968,0.01160262408787127,1,-0.9411222040027241,0.5581155547147797,0.6165771582474755,0.7990028899880988,Non-significant,Gambels_Quail,OTT:340887,Odontophoridae,Galliformes,long,45,0,165.95,Game,Least Concern,255030,0.00720695170302419,416
Plegadis falcinellus,Glossy_Ibis,-0.01518033895140758,0.5905739209751086,20,-6.86745543286861,0.7643492458596537,0.00104004009448756,1,-8.665662601772684,0.01349209586372988,1.7237555671406485e-4,0.8775,-1.1726839542712244,1.142323276368409,0.979493126943753,0.9999810766357233,Non-significant,Glossy_Ibis,OTT:848593,Threskiornithidae,Pelecaniformes,none,60,0,626.61,Heron,Least Concern,282192,0.00797452893769283,844
Zonotrichia atricapilla,Golden-crowned_Sparrow,-0.16776394455371313,0.2451743686488997,20,-5.379794310202381,0.3414332351248464,0.00458762649494734,1,-6.477505303573514,0.00156339846788762,0.00153528113563689,0.9775,-0.6482968770379026,0.3127689879304763,0.49380860300270046,0.6930904131165498,Non-significant,Golden-crowned_Sparrow,OTT:265554,Passerellidae,Passeriformes,none,40,0,31.99,Sparrow,Least Concern,602054,0.01701358311027144,789
Vermivora chrysoptera,Golden-winged_Warbler,-6.380665171033079,3.363632679990215,20,-14.576156010631838,3.3105844938468127,4.673644494335345e-7,0.9125,-8.267435862086987,0.02290761633297277,2.5667687190505614e-4,0.995,-12.97326408103584,0.21193373896968204,0.05783366793112388,0.11740482803185233,Non-significant,Golden-winged_Warbler,OTT:85249,Parulidae,Passeriformes,none,70,0,8.74,Warbler,Near Threatened,68852,0.00194570457850692,1765
Ammodramus savannarum,Grasshopper_Sparrow,-0.29302211186848304,0.14381282568523288,20,-7.508435509464571,0.1435931014555115,5.481378247764704e-4,0.9975,-7.307055260354007,0.00367304011072077,6.703397899732508e-4,0.2425,-0.5748900707264762,-0.011154153010489831,0.041597539873360456,0.08823155318430267,Non-significant,Grasshopper_Sparrow,OTT:420998,Passerellidae,Passeriformes,none,45,0,17.61,Sparrow,Least Concern,195379,0.0055212603097093,3507
Dumetella carolinensis,Gray_Catbird,-2.102776347997185,2.035182328394981,20,-7.791838866309263,2.044716684617777,4.129219881294143e-4,0.9975,-5.315908393525872,8.179888394175068e-4,0.00488879621308367,0.1575,-6.091660413623716,1.8861077176293457,0.30150434338932924,0.4769617204787717,Non-significant,Gray_Catbird,OTT:658838,Mimidae,Passeriformes,none,25,0,35.3,Thrush,Least Concern,3143603,0.08883580360930855,4042
Perdix perdix,Gray_Partridge,-5.483114412593593,408.36235163934214,20,-12.526117042651212,408.404328418607,3.630570813220953e-6,0.275,-7.397101734769844,0.02192660956665318,6.126513317308399e-4,1,-805.8586162677852,794.8923874425979,0.9892870611964087,0.9999810766357233,Non-significant,Gray_Partridge,OTT:102712,Phasianidae,Galliformes,none,40,0,405.3,Game,Least Concern,12651,3.57507532427397e-4,690
